venue,innings,batting_team,bowling_team,bat1,bat2,bat3,bat4,bat5,bat6,bat7,bat8,bat9,bat10,bow1,bow2,bow3,bow4,bow5,bow6,runs_off_bat,extras,Total_score,player_dismissed
22,1,4,7,116,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,135,340.0,163.0,134.0,0.0,55,2,57,1
22,2,7,4,407,396,216.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,288,160,42.0,429.0,0.0,0.0,41,0,41,2
9,1,1,6,107,485,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,392,0.0,0.0,0.0,0.0,39,3,42,1
9,2,6,1,89,475,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,166,258.0,0.0,0.0,0.0,57,8,65,1
9,1,3,1,187,439,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,258,481.0,0.0,0.0,0.0,41,1,42,1
9,2,1,3,107,485,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,240,183.0,170.0,0.0,0.0,39,2,41,1
24,1,4,5,116,442,50.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,38,13,443.0,0.0,0.0,0.0,30,1,31,2
24,2,5,4,443,351,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,288,34.0,0.0,0.0,0.0,18,0,18,1
8,1,2,3,26,333,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,240,170.0,506.0,0.0,0.0,37,3,40,2
8,2,3,2,187,137,142.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,326,67,115.0,369.0,0.0,0.0,44,1,45,2
15,1,0,7,264,274,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,134,163.0,340.0,0.0,0.0,29,5,34,1
15,2,7,0,407,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,347.0,405.0,0.0,0.0,59,5,64,0
32,1,4,2,116,442,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,326,81.0,0.0,0.0,0.0,33,2,35,1
32,2,2,4,333,26,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,429,42.0,288.0,0.0,0.0,22,2,24,1
22,1,3,7,137,187,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,135,163.0,0.0,0.0,0.0,38,3,41,1
22,2,7,3,407,396,216.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,65,240,170.0,0.0,0.0,0.0,41,0,41,2
15,1,5,0,443,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,347.0,0.0,0.0,0.0,42,5,47,0
15,2,0,5,274,264,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,173,443.0,427.0,0.0,0.0,41,2,43,1
22,1,7,1,396,110,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,166,41.0,0.0,0.0,0.0,41,2,43,1
22,2,1,7,36,320,485.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,135,163,134.0,0.0,0.0,0.0,22,7,29,3
14,1,6,2,89,475,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,352.0,0.0,0.0,0.0,45,3,48,1
14,2,2,6,26,333,39.0,424.0,217.0,465.0,0.0,0.0,0.0,0.0,512,392,89.0,0.0,0.0,0.0,36,2,38,4
8,1,0,3,274,264,426.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,65,170,506.0,0.0,0.0,0.0,12,3,15,2
8,2,3,0,137,187,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,347,111.0,0.0,0.0,0.0,30,3,33,2
32,1,4,1,25,442,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,166,20.0,0.0,0.0,0.0,48,2,50,1
32,2,1,4,485,107,86.0,320.0,503.0,201.0,0.0,0.0,0.0,0.0,160,429,288.0,132.0,0.0,0.0,22,1,23,4
24,1,0,5,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,13,443.0,173.0,0.0,0.0,52,3,55,0
24,2,5,0,443,351,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,112.0,347.0,0.0,0.0,46,2,48,2
21,1,2,4,333,26,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,429,288.0,0.0,0.0,0.0,33,6,39,1
21,2,4,2,25,442,368.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,326,67,81.0,369.0,0.0,0.0,32,1,33,3
24,1,5,6,443,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,392,96.0,0.0,0.0,0.0,41,2,43,0
24,2,6,5,89,475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,173,344.0,427.0,0.0,0.0,63,3,66,0
15,1,0,1,274,264,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,23,488.0,20.0,0.0,0.0,42,0,42,2
15,2,1,0,320,107,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,347.0,0.0,0.0,0.0,46,6,52,1
14,1,3,6,187,137,142.0,285.0,506.0,0.0,0.0,0.0,0.0,0.0,512,96,392.0,0.0,0.0,0.0,32,1,33,3
14,2,6,3,89,244,483.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,65,183,187.0,0.0,0.0,0.0,63,2,65,2
32,1,7,4,280,216,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,288,160.0,132.0,0.0,0.0,31,1,32,1
32,2,4,7,442,25,50.0,368.0,14.0,0.0,0.0,0.0,0.0,0.0,197,163,340.0,0.0,0.0,0.0,21,5,26,3
10,1,2,1,333,26,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,258,488.0,41.0,0.0,0.0,39,4,43,1
10,2,1,2,320,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,425.0,0.0,0.0,0.0,33,9,42,0
10,1,2,6,333,26,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,96,89.0,392.0,0.0,0.0,26,4,30,1
10,2,6,2,89,447,483.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,425.0,0.0,0.0,0.0,29,5,34,3
32,1,4,5,474,442,50.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,17,443,0.0,0.0,0.0,0.0,24,2,26,2
32,2,5,4,443,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,160,429.0,132.0,0.0,0.0,51,1,52,0
10,1,7,2,396,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,67.0,0.0,0.0,0.0,51,7,58,0
10,2,2,7,333,26,424.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,197,135,53.0,340.0,0.0,0.0,44,1,45,2
14,1,0,6,274,264,426.0,394.0,498.0,0.0,0.0,0.0,0.0,0.0,512,392,124.0,0.0,0.0,0.0,20,3,23,4
14,2,6,0,24,483,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,111,0.0,0.0,0.0,0.0,43,1,44,1
8,1,3,4,187,439,142.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,42,429,160.0,387.0,0.0,0.0,42,4,46,2
8,2,4,3,474,442,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,170,457.0,240.0,0.0,0.0,47,7,54,1
32,1,6,0,267,89,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,347.0,0.0,0.0,0.0,37,7,44,1
32,2,0,6,274,264,394.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,512,392,8.0,0.0,0.0,0.0,21,4,25,2
32,1,3,4,142,187,439.0,285.0,506.0,374.0,0.0,0.0,0.0,0.0,132,288,160.0,429.0,0.0,0.0,23,2,25,4
32,2,4,3,25,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,170,506.0,457.0,0.0,0.0,60,2,62,0
15,1,6,4,267,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,160,429.0,288.0,0.0,0.0,60,8,68,0
15,2,4,6,25,442,160.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,512,392,89.0,8.0,0.0,0.0,51,1,52,2
15,1,0,6,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,392,89.0,175.0,0.0,0.0,50,6,56,0
15,2,6,0,267,89,483.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,347,178,111.0,0.0,0.0,0.0,46,1,47,2
15,1,0,4,138,264,426.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,429,42,160.0,186.0,0.0,0.0,35,7,42,2
15,2,4,0,365,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,347.0,360.0,0.0,0.0,50,3,53,0
8,1,3,1,70,187,142.0,285.0,506.0,109.0,0.0,0.0,0.0,0.0,166,366,258.0,481.0,149.0,0.0,39,7,46,4
8,2,1,3,36,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,266,170.0,187.0,0.0,0.0,45,3,48,0
24,1,5,2,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,198,339.0,0.0,0.0,0.0,52,5,57,0
24,2,2,5,26,333,424.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,427,173,13.0,221.0,0.0,0.0,42,3,45,2
14,1,6,1,23,88,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,108,258.0,481.0,0.0,0.0,43,3,46,2
14,2,1,6,36,485,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,359,23.0,0.0,0.0,0.0,45,1,46,1
6,1,0,7,264,426,138.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,55,135,296.0,134.0,0.0,0.0,43,1,44,2
6,2,7,0,113,396,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,178,111.0,0.0,0.0,0.0,41,4,45,1
24,1,5,3,351,40,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,187,440.0,170.0,0.0,0.0,36,1,37,1
24,2,3,5,187,70,142.0,109.0,285.0,506.0,0.0,0.0,0.0,0.0,17,13,221.0,0.0,0.0,0.0,24,3,27,4
6,1,7,4,331,396,61.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,160,288,429.0,340.0,0.0,0.0,45,0,45,2
6,2,4,7,474,365,368.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,55,135,134.0,0.0,0.0,0.0,29,0,29,2
14,1,3,6,187,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,359,159.0,259.0,0.0,0.0,57,3,60,0
14,2,6,3,88,89,483.0,24.0,447.0,0.0,0.0,0.0,0.0,0.0,65,187,240.0,0.0,0.0,0.0,20,0,20,3
9,1,0,1,138,426,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,481,258.0,0.0,0.0,0.0,36,5,41,2
9,2,1,0,320,485,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,111,347.0,0.0,0.0,0.0,50,0,50,2
32,1,4,5,365,474,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,13,221.0,0.0,0.0,0.0,52,2,54,1
32,2,5,4,351,40,439.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,429,288,186.0,340.0,0.0,0.0,43,1,44,2
15,1,6,0,267,89,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,111,178.0,0.0,0.0,0.0,54,2,56,1
15,2,0,6,264,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,512,359.0,377.0,0.0,0.0,51,1,52,0
8,1,5,3,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,187,440.0,0.0,0.0,0.0,45,0,45,0
8,2,3,5,187,142,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,13,17.0,0.0,0.0,0.0,34,2,36,1
9,1,7,1,216,396,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,230,258.0,20.0,0.0,0.0,50,0,50,1
9,2,1,7,320,485,230.0,128.0,251.0,0.0,0.0,0.0,0.0,0.0,484,135,134.0,0.0,0.0,0.0,33,1,34,3
8,1,2,3,26,298,424.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,506,187,440.0,0.0,0.0,0.0,22,4,26,2
8,2,3,2,187,142,294.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,326,67,29.0,0.0,0.0,0.0,45,3,48,2
14,1,5,6,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,392,359.0,0.0,0.0,0.0,43,0,43,0
14,2,6,5,267,89,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,344,13.0,0.0,0.0,0.0,54,0,54,2
32,1,4,1,365,116,368.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,166,402,258.0,0.0,0.0,0.0,20,3,23,2
32,2,1,4,320,485,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,376,95.0,0.0,0.0,0.0,34,7,41,1
24,1,7,5,216,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,13,173.0,0.0,0.0,0.0,49,8,57,0
24,2,5,7,351,40,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,135,134.0,53.0,0.0,0.0,59,3,62,1
21,1,2,3,26,333,424.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,65,187,440.0,0.0,0.0,0.0,43,2,45,1
21,2,3,2,70,142,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,29,161.0,339.0,0.0,0.0,51,2,53,1
22,1,7,1,113,396,216.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,32,166,258.0,488.0,0.0,0.0,33,0,33,2
22,2,1,7,485,107,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396,477,296.0,0.0,0.0,0.0,59,5,64,1
21,1,2,6,313,333,424.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,512,359,159.0,0.0,0.0,0.0,41,0,41,2
21,2,6,2,267,89,483.0,447.0,24.0,0.0,0.0,0.0,0.0,0.0,326,325,0.0,0.0,0.0,0.0,34,2,36,3
15,1,5,0,351,40,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,111,112.0,347.0,0.0,0.0,40,1,41,1
15,2,0,5,394,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,449,13.0,221.0,143.0,0.0,45,0,45,0
32,1,4,2,186,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,67,325.0,59.0,0.0,0.0,37,2,39,0
32,2,2,4,313,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,376,340.0,213.0,0.0,0.0,48,0,48,0
1,1,7,3,216,396,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,65,440.0,240.0,0.0,0.0,38,1,39,1
1,2,3,7,70,142,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,55,484.0,0.0,0.0,0.0,39,3,42,1
24,1,6,5,483,475,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,344,221.0,0.0,0.0,0.0,35,2,37,1
24,2,5,6,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,359,124.0,0.0,0.0,0.0,44,4,48,0
21,1,2,4,313,298,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,376,95.0,288.0,0.0,0.0,43,1,44,1
21,2,4,2,186,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,67,325.0,0.0,0.0,0.0,38,2,40,0
9,1,1,4,128,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,376,357.0,0.0,0.0,0.0,51,3,54,0
9,2,4,1,25,368,442.0,217.0,50.0,0.0,0.0,0.0,0.0,0.0,166,402,258.0,481.0,0.0,0.0,48,1,49,3
15,1,2,0,298,424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,178,347.0,416.0,0.0,0.0,39,4,43,0
15,2,0,2,138,394,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,67,81.0,325.0,59.0,0.0,48,0,48,1
8,1,3,6,70,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,124,229.0,359.0,0.0,0.0,43,3,46,0
8,2,6,3,475,89,483.0,24.0,447.0,0.0,0.0,0.0,0.0,0.0,506,65,440.0,187.0,0.0,0.0,34,1,35,3
9,1,1,5,128,485,230.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,17,344,13.0,221.0,0.0,0.0,40,2,42,2
9,2,5,1,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,402,258.0,481.0,0.0,0.0,39,1,40,0
32,1,7,4,331,396,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,376,288.0,429.0,0.0,0.0,36,2,38,1
32,2,4,7,365,368,442.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,135,484,134.0,0.0,0.0,0.0,27,4,31,2
15,1,0,3,138,274,426.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,170,65,506.0,440.0,0.0,0.0,42,1,43,2
15,2,3,0,142,70,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416,178,347.0,0.0,0.0,0.0,30,7,37,1
24,1,5,1,351,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,481,258.0,402.0,0.0,0.0,54,2,56,0
24,2,1,5,128,230,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,344,443.0,13.0,0.0,0.0,57,4,61,1
14,1,6,2,267,483,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,325.0,0.0,0.0,0.0,33,0,33,1
14,2,2,6,298,424,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,359,23.0,0.0,0.0,0.0,50,3,53,1
15,1,0,7,138,264,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,135,484.0,134.0,0.0,0.0,54,2,56,1
15,2,7,0,331,396,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,178,112.0,347.0,0.0,0.0,47,0,47,1
21,1,5,2,351,40,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,325.0,0.0,0.0,0.0,61,3,64,1
21,2,2,5,424,298,313.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,17,443,452.0,173.0,0.0,0.0,28,5,33,2
32,1,0,4,264,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,376,288.0,429.0,0.0,0.0,50,2,52,1
32,2,4,0,186,442,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,178,347.0,0.0,0.0,0.0,46,0,46,1
14,1,7,6,113,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,8,328.0,0.0,0.0,0.0,43,3,46,0
14,2,6,7,475,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396,135,484.0,53.0,0.0,0.0,45,1,46,0
9,1,1,3,107,485,128.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,65,336,187.0,440.0,0.0,0.0,48,2,50,2
9,2,3,1,70,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,402,258.0,481.0,0.0,0.0,59,1,60,0
22,1,2,7,298,424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,484,176.0,396.0,0.0,0.0,48,3,51,0
22,2,7,2,113,396,331.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,380,326,339.0,325.0,59.0,0.0,33,7,40,2
32,1,4,6,186,442,368.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,512,359,159.0,0.0,0.0,0.0,20,5,25,2
32,2,6,4,475,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,376,0.0,0.0,0.0,0.0,33,2,35,0
24,1,5,0,351,40,443.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,178,79,0.0,0.0,0.0,0.0,22,6,28,2
24,2,0,5,274,264,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,344,452.0,0.0,0.0,0.0,31,5,36,2
8,1,4,3,156,442,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,65,440.0,0.0,0.0,0.0,49,0,49,1
8,2,3,4,294,142,187.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,288,340,429.0,0.0,0.0,0.0,31,1,32,2
15,1,1,0,107,485,320.0,128.0,501.0,503.0,0.0,0.0,0.0,0.0,79,178,0.0,0.0,0.0,0.0,25,2,27,4
15,2,0,1,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,481,488.0,0.0,0.0,0.0,44,1,45,0
21,1,7,2,396,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,115,369.0,325.0,59.0,0.0,44,3,47,1
21,2,2,7,313,298,424.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,135,477,134.0,18.0,0.0,0.0,41,3,44,2
14,1,6,4,89,475,483.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,288,376,429.0,0.0,0.0,0.0,34,6,40,2
14,2,4,6,156,442,368.0,217.0,50.0,0.0,0.0,0.0,0.0,0.0,512,359,159.0,0.0,0.0,0.0,27,5,32,3
8,1,3,0,142,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416,79,347.0,0.0,0.0,0.0,49,1,50,0
8,2,0,3,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,240,440.0,187.0,0.0,0.0,50,1,51,0
9,1,2,1,298,424,313.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,166,503,258.0,488.0,0.0,0.0,44,3,47,2
9,2,1,2,107,485,503.0,128.0,251.0,320.0,0.0,0.0,0.0,0.0,326,59,325.0,0.0,0.0,0.0,36,1,37,4
32,1,3,4,142,70,187.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,288,376,429.0,0.0,0.0,0.0,31,1,32,2
32,2,4,3,156,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,457,440.0,170.0,0.0,0.0,24,2,26,1
10,1,0,2,264,274,426.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,59.0,0.0,0.0,0.0,23,2,25,2
10,2,2,0,26,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,178,347.0,0.0,0.0,0.0,39,4,43,0
9,1,6,1,89,475,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,481,488.0,32.0,0.0,0.0,40,2,42,1
9,2,1,6,480,107,503.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,475,512,359.0,159.0,0.0,0.0,50,1,51,2
22,1,5,7,351,40,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,135,296.0,484.0,0.0,0.0,41,0,41,1
22,2,7,5,332,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,443,452.0,173.0,0.0,0.0,54,4,58,0
10,1,2,1,26,298,333.0,115.0,421.0,59.0,0.0,0.0,0.0,0.0,258,481,0.0,0.0,0.0,0.0,15,5,20,4
10,2,1,2,480,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,325.0,0.0,0.0,0.0,39,5,44,0
22,1,7,6,396,332,216.0,97.0,197.0,0.0,0.0,0.0,0.0,0.0,512,359,328.0,259.0,0.0,0.0,22,1,23,3
22,2,6,7,89,475,483.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,135,296,0.0,0.0,0.0,0.0,39,1,40,2
24,1,5,4,351,40,443.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,376,132,429.0,0.0,0.0,0.0,28,3,31,2
24,2,4,5,442,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,443,452.0,143.0,0.0,0.0,40,4,44,0
29,1,3,1,70,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,481,258.0,488.0,0.0,0.0,46,2,48,1
29,2,1,3,107,485,128.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,240,457,187.0,440.0,0.0,0.0,40,9,49,2
14,1,0,4,264,274,426.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,160,132,376.0,429.0,0.0,0.0,29,1,30,2
14,2,4,0,442,131,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416,79,347.0,0.0,0.0,0.0,51,3,54,1
15,1,0,1,264,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,481,32.0,488.0,0.0,0.0,51,1,52,0
15,2,1,0,128,107,485.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,79,178,0.0,0.0,0.0,0.0,43,3,46,2
15,1,0,3,274,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,457,440.0,0.0,0.0,0.0,52,2,54,0
15,2,3,0,294,142,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,178,347.0,0.0,0.0,0.0,52,4,56,1
8,1,1,3,480,128,107.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,65,187,240.0,440.0,0.0,0.0,42,3,45,2
8,2,3,1,294,142,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,10,481.0,0.0,0.0,0.0,45,1,46,1
14,1,6,4,89,475,483.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,276,288,188.0,184.0,0.0,0.0,29,2,31,2
14,2,4,6,385,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,134,359.0,259.0,0.0,0.0,36,2,38,0
9,1,5,1,273,40,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,10,481.0,32.0,0.0,0.0,38,7,45,1
9,2,1,5,107,480,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,408,0.0,0.0,0.0,0.0,36,3,39,1
15,1,4,0,385,442,217.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,126,48,0.0,0.0,0.0,0.0,38,3,41,2
15,2,0,4,274,264,426.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,276,288,160.0,0.0,0.0,0.0,35,1,36,2
22,1,6,7,89,475,483.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,135,147,163.0,55.0,0.0,0.0,33,7,40,2
22,2,7,6,332,331,97.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,183,270,256.0,0.0,0.0,0.0,31,6,37,2
24,1,5,3,443,40,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,305,440.0,0.0,0.0,0.0,33,2,35,1
24,2,3,5,294,142,187.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,408,452,357.0,221.0,0.0,0.0,35,5,40,2
32,1,4,1,385,442,217.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,166,10,258.0,481.0,0.0,0.0,35,3,38,2
32,2,1,4,480,128,107.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,160,429,276.0,0.0,0.0,0.0,44,2,46,2
21,1,2,0,298,26,265.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,126,48,90.0,0.0,0.0,0.0,42,1,43,2
21,2,0,2,264,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,369,59.0,325.0,0.0,0.0,37,1,38,0
14,1,3,6,294,142,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,376,183.0,259.0,0.0,0.0,42,2,44,1
14,2,6,3,89,267,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,187,440.0,0.0,0.0,0.0,41,2,43,1
9,1,1,7,107,128,485.0,173.0,271.0,0.0,0.0,0.0,0.0,0.0,135,163,317.0,53.0,0.0,0.0,27,2,29,3
